"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","6307","Verify that the number of products displayed matches the count for the ""Track Pants"" category","UI_tests","Thu Mar 06 16:19:06 GMT 2025","passed","Thu Mar 06 16:19:12 GMT 2025","bottomsWomenPage >","bottomsWomenPage.spec.js","",""
"","1796","Verify visibility of footer","UI_tests","Thu Mar 06 16:21:16 GMT 2025","passed","Thu Mar 06 16:21:18 GMT 2025","footer.spec","footer.spec.js","",""
"","50579","Checking that the list is selected and has 10 positions by defaultBottoms","UI_tests","Thu Mar 06 16:20:41 GMT 2025","failed","Thu Mar 06 16:21:32 GMT 2025","menBottomsPage.spec","menBottomsPage.spec.js","",""
"","2579","Verify Luma Privacy Policy header on the right side of the page matches navigation menu item","UI_tests","Thu Mar 06 16:17:55 GMT 2025","passed","Thu Mar 06 16:17:57 GMT 2025","privacyPolicyPage.spec","privacyPolicyPage.spec.js","",""
"","5880","checkMyOrdersLink","UI_tests","Thu Mar 06 16:19:15 GMT 2025","passed","Thu Mar 06 16:19:21 GMT 2025","myOrders","myOrders.spec.js","",""
"","5775","Verify navigating to ""Leggings"" page from ""Style"" option","UI_tests","Thu Mar 06 16:17:53 GMT 2025","passed","Thu Mar 06 16:17:59 GMT 2025","bottomsWomenPage >","bottomsWomenPage.spec.js","",""
"","2144","Verify Security header on the right side of the page matches navigation menu item","UI_tests","Thu Mar 06 16:17:59 GMT 2025","passed","Thu Mar 06 16:18:01 GMT 2025","privacyPolicyPage.spec","privacyPolicyPage.spec.js","",""
"","14793","After applying a $70.00 - $79.99 price filter, apropriate products are displayed on the page","UI_tests","Thu Mar 06 16:18:37 GMT 2025","passed","Thu Mar 06 16:18:52 GMT 2025","menTops","menTops.spec.js","",""
"","5956","Verify that the number of products displayed matches the count for the ""Snug"" category","UI_tests","Thu Mar 06 16:19:00 GMT 2025","passed","Thu Mar 06 16:19:06 GMT 2025","bottomsWomenPage >","bottomsWomenPage.spec.js","",""
"","6297","verify the ability to sort products in ascending order by price","UI_tests","Thu Mar 06 16:19:04 GMT 2025","passed","Thu Mar 06 16:19:10 GMT 2025","menTops","menTops.spec.js","",""
"","2139","Men page contains Shop by category block which is located on the left side of the page","UI_tests","Thu Mar 06 16:21:52 GMT 2025","passed","Thu Mar 06 16:21:54 GMT 2025","menPage.spec","menPage.spec.js","",""
"","0","Verify the ""Clear All"" button after applying SALE filters on the Gear/Watches page","UI_tests","Thu Mar 06 16:17:58 GMT 2025","skipped","Thu Mar 06 16:17:58 GMT 2025","gearWatchesPage","gearWatches.spec.js","",""
"","2634","Tops sub-category link led to the Tops-Men page","UI_tests","Thu Mar 06 16:17:40 GMT 2025","passed","Thu Mar 06 16:17:42 GMT 2025","menPage.spec","menPage.spec.js","",""
"","60103","Verify that button Clear All can deselect options","UI_tests","Thu Mar 06 16:21:32 GMT 2025","broken","Thu Mar 06 16:22:33 GMT 2025","menBottomsPage.spec","menBottomsPage.spec.js","",""
"","2756","4th card: clicking the card name redirects to the respective product card","UI_tests","Thu Mar 06 16:18:02 GMT 2025","passed","Thu Mar 06 16:18:05 GMT 2025","homePage.spec","homePage.spec.js","",""
