"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","2366","Verify List of cookies we collect header on the right side of the page matches navigation menu item","chromium","Thu Mar 06 08:24:09 GMT 2025","passed","Thu Mar 06 08:24:11 GMT 2025","privacyPolicyPage.spec","privacyPolicyPage.spec.js","",""
"","3362","Verify dropdown menu has 19 Options","chromium","Thu Mar 06 08:29:08 GMT 2025","passed","Thu Mar 06 08:29:11 GMT 2025","womenTopsPage.spec","womenTops.spec.js","",""
"","14062","After applying a $50.00 - $59.99 price filter, apropriate products are displayed on the page","chromium","Thu Mar 06 08:22:24 GMT 2025","passed","Thu Mar 06 08:22:38 GMT 2025","menTops","menTops.spec.js","",""
"","1533","Category block contains sub-categories: Tops and Bottoms which are links in blue text","chromium","Thu Mar 06 08:20:48 GMT 2025","passed","Thu Mar 06 08:20:49 GMT 2025","menPage.spec","menPage.spec.js","",""
"","60240","Redirect to ""Whats New"" page","chromium","Thu Mar 06 08:27:55 GMT 2025","broken","Thu Mar 06 08:28:55 GMT 2025","whatIsNewPage.spec","whatsNewPage.spec.js","",""
"","17890","Verify that the Product Card has the Related Products section on the Men/Tops page","chromium","Thu Mar 06 08:24:19 GMT 2025","passed","Thu Mar 06 08:24:37 GMT 2025","productCardPage.spec","productCardPage.spec.js","",""
"","4923","Check the name of 14 shopping styles in the Men's/Tops section.","chromium","Thu Mar 06 08:21:06 GMT 2025","passed","Thu Mar 06 08:21:11 GMT 2025","menTops","menTops.spec.js","",""
"","2166","Verify Questions for Luma? header on the right side of the page matches navigation menu item","chromium","Thu Mar 06 08:24:17 GMT 2025","passed","Thu Mar 06 08:24:19 GMT 2025","privacyPolicyPage.spec","privacyPolicyPage.spec.js","",""
"","1806","Verify the search button (magnifier) becomes active after entering one or more letters","chromium","Thu Mar 06 08:18:31 GMT 2025","passed","Thu Mar 06 08:18:32 GMT 2025","homePage.spec","homePage.spec.js","",""
"","14223","Redirected to the updated Shopping cart page after add item to Wish List","chromium","Thu Mar 06 08:26:09 GMT 2025","passed","Thu Mar 06 08:26:23 GMT 2025","shopping Cart","shoppingCart.spec.js","",""
"","6517","""Proceed to Checkout"" button in the Shopping Cart Modal Window is visible, clickable, and redirects to the Shipping Page","chromium","Thu Mar 06 08:18:15 GMT 2025","passed","Thu Mar 06 08:18:21 GMT 2025","header.spec","header.spec.js","",""
"","13943","After applying a $20.00 - $29.99 price filter, apropriate products are displayed on the page","chromium","Thu Mar 06 08:21:52 GMT 2025","passed","Thu Mar 06 08:22:06 GMT 2025","menTops","menTops.spec.js","",""
"","2503","Check that user can't register with password less than 8 characters","chromium","Thu Mar 06 08:15:06 GMT 2025","passed","Thu Mar 06 08:15:09 GMT 2025","createAccuntPage.spec","createAccountPage.spec.js","",""
"","0","Verify the count for each subCategory on Tops page is the same as count of items on each specific page","chromium","Thu Mar 06 08:23:03 GMT 2025","skipped","Thu Mar 06 08:23:03 GMT 2025","menTops","menTops.spec.js","",""
"","2882","should be a greeting with the users name","chromium","Thu Mar 06 08:26:06 GMT 2025","passed","Thu Mar 06 08:26:09 GMT 2025","signOut.spec","signOut.spec.js","",""
"","14189","After applying a $60.00 - $69.99 price filter, apropriate products are displayed on the page","chromium","Thu Mar 06 08:22:34 GMT 2025","passed","Thu Mar 06 08:22:48 GMT 2025","menTops","menTops.spec.js","",""
"","14068","After applying a $40.00 - $49.99 price filter, apropriate products are displayed on the page","chromium","Thu Mar 06 08:22:20 GMT 2025","passed","Thu Mar 06 08:22:34 GMT 2025","menTops","menTops.spec.js","",""
"","5318","check Men/Tops price drop-down has quantity of available items in each price category","chromium","Thu Mar 06 08:21:33 GMT 2025","passed","Thu Mar 06 08:21:38 GMT 2025","menTops","menTops.spec.js","",""
"","3103","Verify visability of Shopping Option in the menu on the left side","chromium","Thu Mar 06 08:29:05 GMT 2025","passed","Thu Mar 06 08:29:08 GMT 2025","womenTopsPage.spec","womenTops.spec.js","",""
"","1490","Verify that the ""Shop By Category"" section is displayed on the “Training” page","chromium","Thu Mar 06 08:26:46 GMT 2025","passed","Thu Mar 06 08:26:48 GMT 2025","trainingPage.spec","trainingPage.spec.js","",""
"","3738","redirect to Women Bottoms Shorts","chromium","Thu Mar 06 08:24:50 GMT 2025","passed","Thu Mar 06 08:24:54 GMT 2025","salePage.spec","salePage.spec.js","",""
"","6614","Ensure ""Track Pants"" category selected in the ""Style"" option aligns with the displayed category name on the page.","chromium","Thu Mar 06 08:13:02 GMT 2025","passed","Thu Mar 06 08:13:09 GMT 2025","bottomsWomenPage.spec","bottomsWomenPage.spec.js","",""
"","1481","Verify only shopping cart icon is displayed if no items in the shopping cart","chromium","Thu Mar 06 08:18:24 GMT 2025","passed","Thu Mar 06 08:18:25 GMT 2025","header.spec","header.spec.js","",""
"","5111","Check that user can possible to create account with entered all valid fields","chromium","Thu Mar 06 08:15:03 GMT 2025","passed","Thu Mar 06 08:15:08 GMT 2025","createAccuntPage.spec","createAccountPage.spec.js","",""
"","2176","Check that Tees link opens the corresponding page","chromium","Thu Mar 06 08:24:46 GMT 2025","passed","Thu Mar 06 08:24:48 GMT 2025","salePage.spec","salePage.spec.js","",""
"","6004","Verify that the number of products displayed matches the count for the ""Base Layer"" category","chromium","Thu Mar 06 08:13:08 GMT 2025","passed","Thu Mar 06 08:13:14 GMT 2025","bottomsWomenPage.spec","bottomsWomenPage.spec.js","",""
"","6213","Verify navigating to ""Base Layer"" page from ""Style"" option","chromium","Thu Mar 06 08:12:14 GMT 2025","passed","Thu Mar 06 08:12:20 GMT 2025","bottomsWomenPage.spec","bottomsWomenPage.spec.js","",""
"","7335","Verify Category options Fashion on gearWatchesPage","chromium","Thu Mar 06 08:18:02 GMT 2025","failed","Thu Mar 06 08:18:09 GMT 2025","gearWatchesPage.spec","gearWatches.spec.js","",""
"","6080","number of items in Jackets Category equals number of items on the page after filtering","chromium","Thu Mar 06 08:26:28 GMT 2025","passed","Thu Mar 06 08:26:34 GMT 2025","topWomenPage.spec","topsWomenPage.spec.js","",""
"","3514","Verify that user can't register with password that starts and ends with spaces","chromium","Thu Mar 06 08:15:11 GMT 2025","passed","Thu Mar 06 08:15:15 GMT 2025","createAccuntPage.spec","createAccountPage.spec.js","",""
"","7131","Verify Category options Electronic on gearWatchesPage","chromium","Thu Mar 06 08:17:47 GMT 2025","failed","Thu Mar 06 08:17:54 GMT 2025","gearWatchesPage.spec","gearWatches.spec.js","",""
"","2474","Check navigation and deal section to the Sale page","chromium","Thu Mar 06 08:24:52 GMT 2025","failed","Thu Mar 06 08:24:55 GMT 2025","salePage.spec","salePage.spec.js","",""
"","0","Verify a User can deselect all options at once","chromium","Thu Mar 06 08:14:49 GMT 2025","skipped","Thu Mar 06 08:14:49 GMT 2025","bottomsWomenPage.spec","bottomsWomenPage.spec.js","",""
"","5585","after applying the filter Jackets, only jackets are displayed on the page","chromium","Thu Mar 06 08:26:24 GMT 2025","passed","Thu Mar 06 08:26:29 GMT 2025","topWomenPage.spec","topsWomenPage.spec.js","",""
"","2235","Verify that a User can change mode of products","chromium","Thu Mar 06 08:16:58 GMT 2025","passed","Thu Mar 06 08:17:00 GMT 2025","gearBags.spec","gearBags.spec.js","",""
"","4410","verify 6 menu options on the main menu have particular text and clickable","chromium","Thu Mar 06 08:19:17 GMT 2025","passed","Thu Mar 06 08:19:21 GMT 2025","homePage.spec","homePage.spec.js","",""
"","9008","User can able to select a category from the suggested list of 2 (two) options: Shorts","chromium","Thu Mar 06 08:14:40 GMT 2025","passed","Thu Mar 06 08:14:49 GMT 2025","bottomsWomenPage.spec","bottomsWomenPage.spec.js","",""
"","5893","Ensure ""Snug"" category selected in the ""Style"" option aligns with the displayed category name on the page.","chromium","Thu Mar 06 08:12:56 GMT 2025","passed","Thu Mar 06 08:13:02 GMT 2025","bottomsWomenPage.spec","bottomsWomenPage.spec.js","",""
"","1968","Menu/Men/Hot Sellers Verify user can click on product's name and be redirected to the Meteor Workout Short page","chromium","Thu Mar 06 08:20:55 GMT 2025","passed","Thu Mar 06 08:20:57 GMT 2025","menPage.spec","menPage.spec.js","",""
"","1994","1st card: clicking card reviews redirects to ""reviews"" tab on respective product card","chromium","Thu Mar 06 08:18:44 GMT 2025","passed","Thu Mar 06 08:18:46 GMT 2025","homePage.spec","homePage.spec.js","",""
"","4319","Verify that “Bags”, “Fitness equipment” and “Watches” to be placed under filter “Shop By Category” are clickable.","chromium","Thu Mar 06 08:17:05 GMT 2025","passed","Thu Mar 06 08:17:09 GMT 2025","gearPage.spec","gearPage.spec.js","",""
"","5496","Verify navigating to ""Leggings"" page from ""Style"" option","chromium","Thu Mar 06 08:12:26 GMT 2025","passed","Thu Mar 06 08:12:31 GMT 2025","bottomsWomenPage.spec","bottomsWomenPage.spec.js","",""
"","0","should be an ""Add to Cart"" button","chromium","Thu Mar 06 08:20:44 GMT 2025","skipped","Thu Mar 06 08:20:44 GMT 2025","menBottomWishList.spec","menBottomsWishList.spec.js","",""
"","2339","Check that Pants link opens the corresponding page","chromium","Thu Mar 06 08:24:47 GMT 2025","passed","Thu Mar 06 08:24:49 GMT 2025","salePage.spec","salePage.spec.js","",""
"","2279","5th card: clicking card reviews redirects to ""reviews"" tab on respective product card","chromium","Thu Mar 06 08:19:07 GMT 2025","passed","Thu Mar 06 08:19:09 GMT 2025","homePage.spec","homePage.spec.js","",""
"","2019","Verify user can make search entered the valid text in the search field","chromium","Thu Mar 06 08:18:32 GMT 2025","passed","Thu Mar 06 08:18:34 GMT 2025","homePage.spec","homePage.spec.js","",""
"","8978","Verify the related products are displayed after applying Silicone Material filter on the Gear/Watches page","chromium","Thu Mar 06 08:17:22 GMT 2025","passed","Thu Mar 06 08:17:31 GMT 2025","gearWatchesPage.spec","gearWatches.spec.js","",""
"","9454","Verify that ""Search terms"" link redirects to the ""Popular Search Terms"" page","chromium","Thu Mar 06 08:15:16 GMT 2025","passed","Thu Mar 06 08:15:25 GMT 2025","footer.spec","footer.spec.js","",""
"","5294","verify message displayed in Wish List Section for Empty Wish List","chromium","Thu Mar 06 08:26:23 GMT 2025","passed","Thu Mar 06 08:26:28 GMT 2025","topWomenPage.spec","topsWomenPage.spec.js","",""
"","9349","Verify that the filter is applied after selecting an option in the Material dropdown list on the Gear/Watches page","chromium","Thu Mar 06 08:17:25 GMT 2025","passed","Thu Mar 06 08:17:34 GMT 2025","gearWatchesPage.spec","gearWatches.spec.js","",""
"","0","remove item from wishlist by click X button in left-side section","chromium","Thu Mar 06 08:26:41 GMT 2025","skipped","Thu Mar 06 08:26:41 GMT 2025","topWomenPage.spec","topsWomenPage.spec.js","",""
"","2326","Check that Shorts link opens the corresponding page","chromium","Thu Mar 06 08:24:48 GMT 2025","passed","Thu Mar 06 08:24:50 GMT 2025","salePage.spec","salePage.spec.js","",""
"","7606","should be a wish list block with product details displayed on the page","chromium","Thu Mar 06 08:20:29 GMT 2025","passed","Thu Mar 06 08:20:37 GMT 2025","menBottomWishList.spec","menBottomsWishList.spec.js","",""
"","7858","Verify the related products are displayed after applying Plastic Material filter on the Gear/Watches page","chromium","Thu Mar 06 08:17:10 GMT 2025","passed","Thu Mar 06 08:17:18 GMT 2025","gearWatchesPage.spec","gearWatches.spec.js","",""
"","5772","Verify quantity and total cost in the shopping cart","chromium","Thu Mar 06 08:18:10 GMT 2025","passed","Thu Mar 06 08:18:16 GMT 2025","header.spec","header.spec.js","",""
"","2069","Verify Luma Security header on the right side of the page matches navigation menu item","chromium","Thu Mar 06 08:23:51 GMT 2025","passed","Thu Mar 06 08:23:53 GMT 2025","privacyPolicyPage.spec","privacyPolicyPage.spec.js","",""
"","4280","verify the result of choosing Category, Size, and Color shopping options","chromium","Thu Mar 06 08:26:33 GMT 2025","passed","Thu Mar 06 08:26:37 GMT 2025","topWomenPage.spec","topsWomenPage.spec.js","",""
"","0","Change email and password and verify the User can sign in","chromium","Thu Mar 06 08:23:16 GMT 2025","skipped","Thu Mar 06 08:23:16 GMT 2025","My Account","myAccount.spec.js","",""
"","3949","Verify the related products are displayed after applying Leather Material filter on the Gear/Watches page","chromium","Thu Mar 06 08:17:06 GMT 2025","passed","Thu Mar 06 08:17:10 GMT 2025","gearWatchesPage.spec","gearWatches.spec.js","",""
"","1880","verify display empty shopping cart message","chromium","Thu Mar 06 08:18:20 GMT 2025","passed","Thu Mar 06 08:18:22 GMT 2025","header.spec","header.spec.js","",""
"","7412","Verify Category options Exercise on gearWatchesPage","chromium","Thu Mar 06 08:17:49 GMT 2025","failed","Thu Mar 06 08:17:57 GMT 2025","gearWatchesPage.spec","gearWatches.spec.js","",""
"","5839","Men have breadcrumb navigation on the “Men/Bottoms” page and back","chromium","Thu Mar 06 08:19:27 GMT 2025","passed","Thu Mar 06 08:19:33 GMT 2025","","menBottomsBreadcrumbs.spec.js","",""
"","1678","Verify the navigation menu has 14 items, and they have correct names","chromium","Thu Mar 06 08:23:50 GMT 2025","passed","Thu Mar 06 08:23:51 GMT 2025","privacyPolicyPage.spec","privacyPolicyPage.spec.js","",""
"","2104","Verify Luma Privacy Policy header on the right side of the page matches navigation menu item","chromium","Thu Mar 06 08:23:53 GMT 2025","passed","Thu Mar 06 08:23:56 GMT 2025","privacyPolicyPage.spec","privacyPolicyPage.spec.js","",""
"","1828","Verify Cookies, Web Beacons, and How We Use Them header on the right side of the page matches navigation menu item","chromium","Thu Mar 06 08:24:07 GMT 2025","passed","Thu Mar 06 08:24:09 GMT 2025","privacyPolicyPage.spec","privacyPolicyPage.spec.js","",""
"","0","Verify the ""Clear All"" button after applying CATEGORY filters on the Gear/Watches page","chromium","Thu Mar 06 08:17:06 GMT 2025","skipped","Thu Mar 06 08:17:06 GMT 2025","gearWatchesPage.spec","gearWatches.spec.js","",""
"","1803","Verify Others With Whom We Share Your Information. header on the right side of the page matches navigation menu item","chromium","Thu Mar 06 08:24:01 GMT 2025","passed","Thu Mar 06 08:24:03 GMT 2025","privacyPolicyPage.spec","privacyPolicyPage.spec.js","",""
"","2979","slide photo in home mode","chromium","Thu Mar 06 08:16:05 GMT 2025","passed","Thu Mar 06 08:16:08 GMT 2025","fusionBackpackPage.spec","fusionBackpackPage.spec.js","",""
