"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","2300","Men page contains Shop by category block which is located on the left side of the page","UI_tests","Thu Mar 13 16:47:13 GMT 2025","passed","Thu Mar 13 16:47:16 GMT 2025","menPage.spec","menPage.spec.js","",""
"","1596","1st card: clicking card name redirects to respective product cards","UI_tests","Thu Mar 13 16:45:33 GMT 2025","passed","Thu Mar 13 16:45:34 GMT 2025","homePage.spec","homePage.spec.js","",""
"","17220","Verify fusionBackpackPage match aria snapshot","UI_tests","Thu Mar 13 16:45:50 GMT 2025","failed","Thu Mar 13 16:46:07 GMT 2025","fusionBackpackPage.spec","fusionBackpackPage.spec.js","",""
"","17445","Verify gearFitnessPage match aria snapshot","UI_tests","Thu Mar 13 16:46:50 GMT 2025","failed","Thu Mar 13 16:47:08 GMT 2025","gearFitnessPage.spec","gearFitnessPage.spec.js","",""
"","2203","6th card: clicking the card image redirects to the respective product card","UI_tests","Thu Mar 13 16:44:50 GMT 2025","passed","Thu Mar 13 16:44:53 GMT 2025","homePage.spec","homePage.spec.js","",""
"","5440","Bottoms sub-category link led to the Bottoms-Men page","UI_tests","Thu Mar 13 16:44:22 GMT 2025","passed","Thu Mar 13 16:44:28 GMT 2025","menPage.spec","menPage.spec.js","",""
"","0","Verify the ""Clear All"" button after applying SALE filters on the Gear/Watches page","UI_tests","Thu Mar 13 16:44:09 GMT 2025","skipped","Thu Mar 13 16:44:09 GMT 2025","gearWatchesPage","gearWatches.spec.js","",""
"","5754","Verify men's bottom tab","UI_tests","Thu Mar 13 16:45:10 GMT 2025","passed","Thu Mar 13 16:45:16 GMT 2025","menBottomsPage.spec","menBottomsPage.spec.js","",""
"","3374","clicking AddToWishList button redirects guest users to Login page","UI_tests","Thu Mar 13 16:46:40 GMT 2025","passed","Thu Mar 13 16:46:44 GMT 2025","topWomenPage.spec","topsWomenPage.spec.js","",""
"","0","Verify the count for each subCategory on Tops page is the same as count of items on each specific page","UI_tests","Thu Mar 13 16:45:39 GMT 2025","skipped","Thu Mar 13 16:45:39 GMT 2025","menTops","menTops.spec.js","",""
"","16919","Verify gearBagsPage match aria snapshot","UI_tests","Thu Mar 13 16:46:27 GMT 2025","failed","Thu Mar 13 16:46:44 GMT 2025","gearBags.spec","gearBags.spec.js","",""
"","2729","4th card: clicking the card name redirects to the respective product card","UI_tests","Thu Mar 13 16:44:43 GMT 2025","passed","Thu Mar 13 16:44:46 GMT 2025","homePage.spec","homePage.spec.js","",""
"","5652","Women/Bottoms/Shopping options/Price filter is displayed","UI_tests","Thu Mar 13 16:46:24 GMT 2025","passed","Thu Mar 13 16:46:30 GMT 2025","bottomsWomenPage >","bottomsWomenPage.spec.js","",""
"","0","Verify the Shopping options dropdown list items on the Gear/Watches page","UI_tests","Thu Mar 13 16:44:36 GMT 2025","skipped","Thu Mar 13 16:44:36 GMT 2025","gearWatchesPage","gearWatches.spec.js","",""
"","4963","On the page Bottoms - Womens page there are 5 options for sizes 28, 29, 30, 31, 32.","UI_tests","Thu Mar 13 16:46:30 GMT 2025","passed","Thu Mar 13 16:46:35 GMT 2025","bottomsWomenPage >","bottomsWomenPage.spec.js","",""
"","5886","checkMyOrdersLink","UI_tests","Thu Mar 13 16:46:05 GMT 2025","passed","Thu Mar 13 16:46:11 GMT 2025","myOrders","myOrders.spec.js","",""
"","0","Verify Category options Fashion on gearWatchesPage","UI_tests","Thu Mar 13 16:44:40 GMT 2025","skipped","Thu Mar 13 16:44:40 GMT 2025","gearWatchesPage","gearWatches.spec.js","",""
"","12330","should be a wish list block with product details displayed on the page","UI_tests","Thu Mar 13 16:46:50 GMT 2025","passed","Thu Mar 13 16:47:02 GMT 2025","menBottomWishList.spec","menBottomsWishList.spec.js","",""
"","3556","Check that Shorts link opens the corresponding page","UI_tests","Thu Mar 13 16:44:32 GMT 2025","passed","Thu Mar 13 16:44:36 GMT 2025","salePage.spec","salePage.spec.js","",""
"","1990","Verify that the ""Training"" link redirects to the training's products page","UI_tests","Thu Mar 13 16:46:52 GMT 2025","passed","Thu Mar 13 16:46:54 GMT 2025","trainingPage.spec","trainingPage.spec.js","",""
